CollectDate,Year,Month,LabSampleNum,Locator,Depth,Parameter,Value,Units,Qualifier,MDL,RDL,Text
1992-05-13T07:00:00Z,1992,5,9209659,A319,1,Enterococcus,4,ORG/100g,E,NA,NA,4||King County Nstream Database/B53311
1978-04-25T08:00:00Z,1978,4,7815136,A319,1,Total Suspended Solids,2,mg/L,,NA,NA,2.00||King County Nstream Database/RVL
1976-10-12T07:00:00Z,1976,10,7615560,A319,1,Ammonia Nitrogen,0.001,mg/L,,NA,NA,.001||King County Nstream Database/RVL
2002-10-14T17:00:00Z,2002,10,L26091-2,A319,NA,"Dissolved Oxygen, Field",11,mg/L,,NA,NA,
2005-07-13T16:02:00Z,2005,7,L36108-2,A319,NA,Total Alkalinity,31.5,mg CaCO3/L,,1,10,
2004-12-07T18:40:00Z,2004,12,L34113-2,A319,NA,Ammonia Nitrogen,0.0312,mg/L,,0.01,0.02,
1980-11-05T08:00:00Z,1980,11,8015748,A319,1,"pH, Field",7.4,pH,,NA,NA,7.4||King County Nstream Database/RVL
1999-04-13T17:19:00Z,1999,4,L15281-2,A319,NA,Nitrite + Nitrate Nitrogen,0.334,mg/L,,0.02,0.04,
1985-07-18T07:00:00Z,1985,7,8515334,A319,1,Ammonia Nitrogen,0.039,mg/L,,NA,NA,.039||King County Nstream Database/RS4
1997-09-09T17:00:00Z,1997,9,L11678-2,A319,NA,Total Nitrogen,0.302,mg/L,,0.05,0.1,
1976-07-26T07:00:00Z,1976,7,7615430,A319,1,Total Phosphorus,0.08,mg/L,,NA,NA,.080||King County Nstream Database/RVL
1982-04-22T08:00:00Z,1982,4,8215261,A319,1,Nitrite + Nitrate Nitrogen,0.205,mg/L,,NA,NA,.205||King County Nstream Database/RS3
2001-09-11T17:31:00Z,2001,9,L21989-2,A319,NA,Temperature,14,deg C,,NA,NA,
1977-07-19T07:00:00Z,1977,7,7715223,A319,1,"pH, Field",7.1,pH,,NA,NA,7.1||King County Nstream Database/RVL
1987-03-18T08:00:00Z,1987,3,8701008,A319,1,Orthophosphate Phosphorus,0.02,mg/L,,NA,NA,.020||King County Nstream Database/B53311
1995-04-11T17:00:00Z,1995,4,L5829-2,A319,NA,Storm Or Non-Storm,NA,none,,NA,NA,N
2019-02-25T18:25:00Z,2019,2,L71711-3,A319,NA,Ammonia Nitrogen,0.0074,mg/L,<RDL,0.002,0.01,
1981-04-23T08:00:00Z,1981,4,8115241,A319,1,Nitrite + Nitrate Nitrogen,0.165,mg/L,,NA,NA,.165||King County Nstream Database/RS3
2006-06-14T17:39:00Z,2006,6,L39411-3,A319,NA,Fecal Coliform,200,CFU/100ml,,NA,NA,
2016-01-13T17:01:00Z,2016,1,L64540-3,A319,NA,Nitrite + Nitrate Nitrogen,0.738,mg/L,,0.01,0.04,
2001-03-06T17:55:00Z,2001,3,L19961-2,A319,NA,Conductivity,80.5,umhos/cm,,0.5,10,
1986-07-17T07:00:00Z,1986,7,8606372,A319,1,Temperature,12.5,deg C,,NA,NA,12.5||King County Nstream Database/B53311
1993-05-11T16:40:00Z,1993,5,L1079-5,A319,NA,Nitrite + Nitrate Nitrogen,0.18,mg/L,,0.05,0.1,
2007-03-07T18:25:00Z,2007,3,L41991-3,A319,NA,"pH, Field",7.5,pH,,NA,NA,
2021-03-10T17:49:00Z,2021,3,L76516-16,A319,NA,Total Alkalinity,25.2,mg CaCO3/L,,1,5,
2001-07-10T16:15:00Z,2001,7,L21243-2,A319,NA,Enterococcus,2,CFU/100ml,,NA,NA,
1984-04-12T08:00:00Z,1984,4,8415166,A319,1,Turbidity,2.4,NTU,,NA,NA,2.4||King County Nstream Database/RS4
2019-07-10T16:02:00Z,2019,7,L72673-3,A319,NA,Ammonia Nitrogen,0.0085,mg/L,<RDL,0.002,0.01,
1982-02-25T08:00:00Z,1982,2,8215116,A319,1,Ammonia Nitrogen,0.015,mg/L,,NA,NA,.015||King County Nstream Database/RS3
1997-06-10T17:40:00Z,1997,6,L11276-2,A319,NA,Fecal Coliform,14,CFU/100ml,,NA,NA,
2008-04-09T17:40:00Z,2008,4,L45371-3,A319,NA,Orthophosphate Phosphorus,0.0118,mg/L,,0.002,0.005,
2017-10-11T17:30:00Z,2017,10,L68750-3,A319,NA,Temperature,11,deg C,,NA,NA,
1994-10-11T17:19:00Z,1994,10,L4698-5,A319,NA,Nitrite + Nitrate Nitrogen,0.133,mg/L,,0.05,0.1,
1990-07-18T07:00:00Z,1990,7,9007429,A319,1,Fecal Coliform,50,ORG/100ml,E,NA,NA,50||King County Nstream Database/B53311
1996-01-09T17:30:00Z,1996,1,L7587-2,A319,NA,Ammonia Nitrogen,0.031,mg/L,<RDL,0.02,0.04,
2004-11-10T18:47:00Z,2004,11,L33841-2,A319,NA,Fecal Coliform,5,CFU/100ml,,NA,NA,
1979-11-26T08:00:00Z,1979,11,7916096,A319,1,Turbidity,1,NTU,,NA,NA,1.0||King County Nstream Database/RVL
1977-02-09T08:00:00Z,1977,2,7715029,A319,1,Ammonia Nitrogen,0.024,mg/L,,NA,NA,.024||King County Nstream Database/RVL
1997-10-14T16:50:00Z,1997,10,L11966-2,A319,NA,Orthophosphate Phosphorus,0.00837,mg/L,,0.002,0.005,
2000-07-11T15:53:00Z,2000,7,L18127-2,A319,NA,Orthophosphate Phosphorus,0.0042,mg/L,<RDL,0.002,0.005,
2019-04-10T17:02:00Z,2019,4,L71992-3,A319,NA,Silica,13.9,mg/L,,0.2,0.5,
2014-11-12T17:22:00Z,2014,11,L61583-3,A319,NA,Total Phosphorus,0.0198,mg/L,,0.005,0.01,
2015-07-15T16:46:00Z,2015,7,L62994-3,A319,NA,Storm Or Non-Storm,NA,none,,NA,NA,N
2003-06-11T17:05:00Z,2003,6,L28492-2,A319,NA,Fecal Coliform,38,CFU/100ml,,NA,NA,
1998-03-10T17:55:00Z,1998,3,L12825-2,A319,NA,Total Nitrogen,0.861,mg/L,,0.05,0.1,
1979-10-08T07:00:00Z,1979,10,7915895,A319,1,Total Suspended Solids,2.2,mg/L,,NA,NA,2.20||King County Nstream Database/RVL
1990-02-21T08:00:00Z,1990,2,9002550,A319,1,Fecal Coliform,360,ORG/100ml,,NA,NA,360||King County Nstream Database/B53311
2019-02-25T18:25:00Z,2019,2,L71711-3,A319,NA,Orthophosphate Phosphorus,0.00924,mg/L,,5e-4,0.002,
2021-12-15T17:34:00Z,2021,12,L78226-3,A319,NA,Total Phosphorus,0.0237,mg/L,,0.005,0.01,
1986-12-11T08:00:00Z,1986,12,8610979,A319,1,Fecal Coliform,9,ORG/100ml,E,NA,NA,9||King County Nstream Database/B53311
2001-02-13T17:37:00Z,2001,2,L19752-2,A319,NA,Total Alkalinity,26.1,mg CaCO3/L,,0.2,10,
2002-09-10T17:27:00Z,2002,9,L25699-2,A319,NA,Orthophosphate Phosphorus,0.0024,mg/L,<RDL,0.002,0.005,
1994-12-13T19:25:00Z,1994,12,L5055-14,A319,NA,Ammonia Nitrogen,0.024,mg/L,<RDL,0.02,0.04,
1987-04-15T07:00:00Z,1987,4,8701803,A319,1,Storm Or Non-Storm,NA,none,,NA,NA,N||King County Nstream Database/B53311
1985-10-17T07:00:00Z,1985,10,8515531,A319,1,Turbidity,4,NTU,,NA,NA,4.0||King County Nstream Database/RS4
1979-10-22T07:00:00Z,1979,10,7915972,A319,1,Nitrite + Nitrate Nitrogen,0.21,mg/L,,NA,NA,.210||King County Nstream Database/RVL
1978-06-13T07:00:00Z,1978,6,7815193,A319,1,Ammonia Nitrogen,0.019,mg/L,,NA,NA,.019||King County Nstream Database/RVL
1999-05-11T17:11:00Z,1999,5,L15535-2,A319,NA,"Dissolved Oxygen, Field",12.4,mg/L,,NA,10,
2002-08-14T18:22:00Z,2002,8,L25273-2,A319,NA,"Conductivity, Field",86.9,umhos/cm,,NA,NA,
1997-09-09T17:00:00Z,1997,9,L11678-2,A319,NA,Total Suspended Solids,1.4,mg/L,,0.5,1,
2001-01-09T18:06:00Z,2001,1,L19497-2,A319,NA,Total Phosphorus,0.0136,mg/L,,0.005,0.01,
2020-07-15T17:02:00Z,2020,7,L74992-3,A319,NA,Fecal Coliform,21,CFU/100ml,,NA,NA,
1990-06-13T07:00:00Z,1990,6,9007039,A319,1,Enterococcus,67,ORG/100g,,NA,NA,67||King County Nstream Database/B53311
2003-04-14T16:55:00Z,2003,4,L27895-2,A319,NA,Total Phosphorus,0.0274,mg/L,,0.005,0.01,
1991-06-18T07:00:00Z,1991,6,9109597,A319,1,Ammonia Nitrogen,NA,mg/L,<MDL,0.01,NA,.010||King County Nstream Database/B53311
2001-10-09T17:25:00Z,2001,10,L22312-2,A319,NA,Conductivity,86.8,umhos/cm,,0.5,10,
1985-03-21T08:00:00Z,1985,3,8515118,A319,1,Conductivity,51,umhos/cm,,NA,NA,51||King County Nstream Database/RS4
1997-10-14T16:50:00Z,1997,10,L11966-2,A319,NA,Total Suspended Solids,4.2,mg/L,,0.5,1,
2020-06-10T16:43:00Z,2020,6,L74764-3,A319,NA,Silica,13.4,mg/L,,0.2,0.5,
2003-03-11T19:00:00Z,2003,3,L27540-2,A319,NA,Total Phosphorus,0.0313,mg/L,,0.005,0.01,
2019-10-16T15:34:00Z,2019,10,L73396-16,A319,NA,Total Nitrogen,0.473,mg/L,,0.05,0.1,
2000-09-12T16:49:00Z,2000,9,L18591-2,A319,NA,E. coli,41,CFU/100ml,,NA,NA,
1988-09-14T07:00:00Z,1988,9,8809689,A319,1,Ammonia Nitrogen,0.009,mg/L,,NA,NA,.009||King County Nstream Database/B53311
1986-01-16T08:00:00Z,1986,1,8615023,A319,1,Turbidity,1.2,NTU,,NA,NA,1.2||King County Nstream Database/RS4
2015-06-10T16:30:00Z,2015,6,L62914-3,A319,NA,Ammonia Nitrogen,0.0178,mg/L,,0.002,0.01,
1994-02-23T18:40:00Z,1994,2,L2970-5,A319,NA,Total Phosphorus,0.047,mg/L,,0.005,0.01,
2019-07-10T16:02:00Z,2019,7,L72673-3,A319,NA,Total Alkalinity,35.4,mg CaCO3/L,,1,5,
2016-10-12T17:16:00Z,2016,10,L66361-3,A319,NA,Fecal Coliform,36,CFU/100ml,,NA,NA,
1985-12-12T08:00:00Z,1985,12,8515610,A319,1,Turbidity,1.2,NTU,,NA,NA,1.2||King County Nstream Database/RS4
1999-12-14T17:50:00Z,1999,12,L16886-2,A319,NA,Storm Or Non-Storm,NA,none,,NA,NA,N
2003-12-10T18:40:00Z,2003,12,L30478-2,A319,NA,Total Suspended Solids,2.2,mg/L,,0.5,1,
1999-10-12T16:40:00Z,1999,10,L16620-2,A319,NA,Orthophosphate Phosphorus,0.00615,mg/L,,0.002,0.005,
1987-06-10T07:00:00Z,1987,6,8704758,A319,1,Ammonia Nitrogen,0.017,mg/L,,NA,NA,.017||King County Nstream Database/B53311
2022-05-11T16:45:00Z,2022,5,L79129-3,A319,NA,Total Phosphorus,0.0211,mg/L,,0.005,0.01,
1980-08-06T07:00:00Z,1980,8,8015534,A319,1,Temperature,13.9,deg C,,NA,NA,13.9||King County Nstream Database/RVL
1983-08-18T07:00:00Z,1983,8,8315398,A319,1,Conductivity,85,umhos/cm,,NA,NA,85||King County Nstream Database/RS4
1979-08-14T07:00:00Z,1979,8,7915647,A319,1,Temperature,16,deg C,,NA,NA,16.0||King County Nstream Database/RVL
1980-03-24T08:00:00Z,1980,3,8015166,A319,1,Total Phosphorus,0.03,mg/L,,NA,NA,.030||King County Nstream Database/RVL
1979-12-05T08:00:00Z,1979,12,7916174,A319,1,Temperature,6.6,deg C,,NA,NA,6.6||King County Nstream Database/RVL
2006-12-13T18:04:00Z,2006,12,L41353-3,A319,NA,Nitrite + Nitrate Nitrogen,0.396,mg/L,,0.02,0.04,
1981-03-19T08:00:00Z,1981,3,8115173,A319,1,Fecal Coliform,42,ORG/100ml,,NA,NA,42||King County Nstream Database/RS3
2016-07-13T15:42:00Z,2016,7,L65743-3,A319,NA,Temperature,14.2,deg C,,NA,NA,
1985-09-19T07:00:00Z,1985,9,8515464,A319,1,Orthophosphate Phosphorus,0.001,mg/L,,NA,NA,.001||King County Nstream Database/RS4
1984-05-17T07:00:00Z,1984,5,8415213,A319,1,Dissolved Oxygen,11.6,mg/L,,NA,NA,11.62||King County Nstream Database/RS4
2006-04-12T16:57:00Z,2006,4,L38672-3,A319,NA,Temperature,7.7,deg C,,NA,NA,
2008-10-08T16:57:00Z,2008,10,L46552-3,A319,NA,Ammonia Nitrogen,NA,mg/L,<MDL,0.01,0.02,
2006-05-10T16:19:00Z,2006,5,L38937-3,A319,NA,Total Phosphorus,0.0149,mg/L,,0.005,0.01,
2014-12-10T17:30:00Z,2014,12,L61757-3,A319,NA,Total Phosphorus,0.0424,mg/L,,0.005,0.01,
1977-04-04T08:00:00Z,1977,4,7715085,A319,1,"pH, Field",7,pH,,NA,NA,7.0||King County Nstream Database/RVL
2021-03-10T17:49:00Z,2021,3,L76516-16,A319,NA,Turbidity,1.48,NTU,,0.2,0.5,
1995-01-10T18:20:00Z,1995,1,L5176-5,A319,NA,Storm Or Non-Storm,NA,none,,NA,NA,N
2001-07-10T16:15:00Z,2001,7,L21243-2,A319,NA,Ammonia Nitrogen,0.011,mg/L,<RDL,0.01,0.02,
1981-06-25T07:00:00Z,1981,6,8115373,A319,1,Dissolved Oxygen,10.5,mg/L,,NA,NA,10.54||King County Nstream Database/RS3
2016-09-14T17:42:00Z,2016,9,L66014-3,A319,NA,Total Alkalinity,29.9,mg CaCO3/L,,1,5,
1992-03-10T08:00:00Z,1992,3,9207826,A319,1,Total Phosphorus,0.022,mg/L,,NA,NA,.022||King County Nstream Database/B53311
2021-12-15T17:34:00Z,2021,12,L78226-3,A319,NA,"pH, Field",7.19,pH,,NA,NA,
1997-10-14T16:50:00Z,1997,10,L11966-2,A319,NA,Enterococcus,11,CFU/100ml,,NA,NA,
2007-01-10T17:28:00Z,2007,1,L41465-3,A319,NA,Temperature,5,deg C,,NA,NA,
2002-12-10T18:00:00Z,2002,12,L26356-2,A319,NA,Total Suspended Solids,0.7,mg/L,<RDL,0.5,1,
1976-05-25T07:00:00Z,1976,5,7615319,A319,1,Ammonia Nitrogen,0.012,mg/L,,NA,NA,.012||King County Nstream Database/RVL
1993-06-15T19:35:00Z,1993,6,L1284-5,A319,NA,Total Phosphorus,0.047,mg/L,,0.005,0.01,
1989-06-14T07:00:00Z,1989,6,8906297,A319,1,Turbidity,0.8,NTU,,NA,NA,.8||King County Nstream Database/B53311
1992-04-14T07:00:00Z,1992,4,9209052,A319,1,Total Suspended Solids,4.2,mg/L,,NA,NA,4.20||King County Nstream Database/B53311
1982-07-22T07:00:00Z,1982,7,8215487,A319,1,"pH, Field",7.6,pH,,NA,NA,7.6||King County Nstream Database/RS4
2008-08-06T17:32:00Z,2008,8,L46212-3,A319,NA,Storm Or Non-Storm,NA,none,,NA,NA,N
1996-10-08T17:10:00Z,1996,10,L9616-2,A319,NA,Conductivity,88.3,umhos/cm,,0.5,1,
1994-06-21T16:30:00Z,1994,6,L3897-5,A319,NA,"pH, Field",7.36,pH,,NA,NA,
2008-03-05T18:25:00Z,2008,3,L45213-3,A319,NA,Orthophosphate Phosphorus,0.00939,mg/L,,0.002,0.005,
2019-10-16T15:31:00Z,2019,10,L73396-3,A319,NA,Silica,12.2,mg/L,,0.2,0.5,
2018-01-10T17:15:00Z,2018,1,L69308-3,A319,NA,Total Phosphorus,0.0257,mg/L,,0.005,0.01,
2000-05-09T17:35:00Z,2000,5,L17802-2,A319,NA,Ammonia Nitrogen,0.011,mg/L,<RDL,0.01,0.02,
2005-09-14T16:52:00Z,2005,9,L36785-2,A319,NA,Storm Or Non-Storm,NA,none,,NA,NA,N
1994-07-12T16:50:00Z,1994,7,L4046-5,A319,NA,Total Suspended Solids,1.9,mg/L,,0.5,1,
1979-09-04T07:00:00Z,1979,9,7915740,A319,1,Fecal Coliform,270,ORG/100ml,,NA,NA,270||King County Nstream Database/RVL
2001-05-15T17:26:00Z,2001,5,L20684-2,A319,NA,Total Suspended Solids,8.5,mg/L,,0.5,1,
2020-03-11T16:14:00Z,2020,3,L74248-3,A319,NA,Silica,14.4,mg/L,,0.2,0.5,
1993-02-17T18:52:00Z,1993,2,L499-5,A319,NA,"pH, Field",7.5,pH,,NA,NA,
2020-10-14T16:37:00Z,2020,10,L75648-3,A319,NA,Nitrite + Nitrate Nitrogen,0.228,mg/L,,0.01,0.04,
2016-03-16T16:37:00Z,2016,3,L64997-3,A319,NA,Ammonia Nitrogen,0.0048,mg/L,<RDL,0.002,0.01,
2022-04-13T16:52:00Z,2022,4,L78939-3,A319,NA,Total Nitrogen,0.312,mg/L,,0.05,0.1,
1994-12-13T19:16:00Z,1994,12,L5055-5,A319,NA,Dissolved Oxygen,13,mg/L,,0.5,1,
2007-09-05T17:30:00Z,2007,9,L43723-3,A319,NA,Turbidity,0.99,NTU,<RDL,0.5,2,
1983-12-15T08:00:00Z,1983,12,8315641,A319,1,Fecal Coliform,48,ORG/100ml,,NA,NA,48||King County Nstream Database/RS4
1983-04-21T08:00:00Z,1983,4,8315172,A319,1,Total Suspended Solids,10.3,mg/L,,NA,NA,10.34||King County Nstream Database/RS4
2017-02-15T17:58:00Z,2017,2,L67023-3,A319,NA,Total Suspended Solids,16.7,mg/L,,0.5,1,
1979-06-19T07:00:00Z,1979,6,7915449,A319,1,"pH, Field",7.3,pH,,NA,NA,7.3||King County Nstream Database/RVL
2015-11-12T17:57:00Z,2015,11,L64151-3,A319,NA,Ammonia Nitrogen,0.0091,mg/L,<RDL,0.002,0.01,
1989-04-12T07:00:00Z,1989,4,8905053,A319,1,Turbidity,4.9,NTU,,NA,NA,4.9||King County Nstream Database/B53311
2020-12-16T18:12:00Z,2020,12,L75999-3,A319,NA,Ammonia Nitrogen,0.0139,mg/L,,0.002,0.01,
1994-05-17T17:25:00Z,1994,5,L3638-5,A319,NA,Total Nitrogen,0.515,mg/L,,0.05,0.1,
1992-02-25T08:00:00Z,1992,2,9207172,A319,1,Nitrite + Nitrate Nitrogen,NA,mg/L,<MDL,0.05,NA,.050||King County Nstream Database/B53311
1988-06-15T07:00:00Z,1988,6,8807093,A319,1,Dissolved Oxygen,10.9,mg/L,,NA,NA,10.95||King County Nstream Database/B53311
1987-02-18T08:00:00Z,1987,2,8700668,A319,1,Fecal Coliform,22,ORG/100ml,,NA,NA,22||King County Nstream Database/B53311
1999-01-20T18:15:00Z,1999,1,L14866-2,A319,NA,"Dissolved Oxygen, Field",11.8,mg/L,,NA,10,
1985-06-13T07:00:00Z,1985,6,8515269,A319,1,Turbidity,1.3,NTU,,NA,NA,1.3||King County Nstream Database/RS4
1979-11-26T08:00:00Z,1979,11,7916096,A319,1,Nitrite + Nitrate Nitrogen,0.412,mg/L,,NA,NA,.412||King County Nstream Database/RVL
1990-04-11T07:00:00Z,1990,4,9005559,A319,1,Dissolved Oxygen,11.9,mg/L,,NA,NA,11.90||King County Nstream Database/B53311
1987-06-10T07:00:00Z,1987,6,8704758,A319,1,Nitrite + Nitrate Nitrogen,0.366,mg/L,,NA,NA,.366||King County Nstream Database/B53311
1976-05-25T07:00:00Z,1976,5,7615319,A319,1,"pH, Field",6.7,pH,,NA,NA,6.7||King County Nstream Database/RVL
1984-06-14T07:00:00Z,1984,6,8415264,A319,1,Nitrite + Nitrate Nitrogen,0.308,mg/L,,NA,NA,.308||King County Nstream Database/RS4
1993-10-12T15:50:00Z,1993,10,L2217-5,A319,NA,Total Suspended Solids,3.2,mg/L,,0.5,1,
1984-03-15T08:00:00Z,1984,3,8415119,A319,1,Ammonia Nitrogen,0.02,mg/L,,NA,NA,.020||King County Nstream Database/RS4
1984-06-14T07:00:00Z,1984,6,8415264,A319,1,"pH, Field",7.7,pH,,NA,NA,7.7||King County Nstream Database/RS4
1995-04-11T17:15:00Z,1995,4,L5829-11,A319,NA,"pH, Field",7.19,pH,,NA,NA,
2003-07-14T16:57:00Z,2003,7,L28767-2,A319,NA,Storm Or Non-Storm,NA,none,,NA,NA,N
1998-03-10T17:55:00Z,1998,3,L12825-2,A319,NA,Turbidity,3.9,NTU,,0.5,1,
2019-07-10T16:02:00Z,2019,7,L72673-3,A319,NA,Total Phosphorus,0.0128,mg/L,,0.005,0.01,
2007-11-07T18:05:00Z,2007,11,L44459-3,A319,NA,Total Alkalinity,26.3,mg CaCO3/L,,1,10,
2017-11-15T17:28:00Z,2017,11,L68961-3,A319,NA,Temperature,7.4,deg C,,NA,NA,
2007-08-08T16:52:00Z,2007,8,L43410-3,A319,NA,Turbidity,0.58,NTU,<RDL,0.5,2,
1979-09-24T07:00:00Z,1979,9,7915818,A319,1,Nitrite + Nitrate Nitrogen,0.225,mg/L,,NA,NA,.225||King County Nstream Database/RVL
2005-10-12T16:40:00Z,2005,10,L37067-3,A319,NA,Fecal Coliform,21,CFU/100ml,,NA,NA,
1985-09-19T07:00:00Z,1985,9,8515464,A319,1,Temperature,13.8,deg C,,NA,NA,13.8||King County Nstream Database/RS4
2006-05-10T16:19:00Z,2006,5,L38937-3,A319,NA,"Conductivity, Field",55.8,umhos/cm,,0.5,10,
1977-12-06T08:00:00Z,1977,12,7715389,A319,1,Ammonia Nitrogen,0.299,mg/L,,NA,NA,.299||King County Nstream Database/RVL
1988-06-15T07:00:00Z,1988,6,8807093,A319,1,Ammonia Nitrogen,0.003,mg/L,,NA,NA,.003||King County Nstream Database/B53311
1982-05-20T07:00:00Z,1982,5,8215338,A319,1,Turbidity,3.7,NTU,,NA,NA,3.7||King County Nstream Database/RS3
2004-05-12T16:42:00Z,2004,5,L31880-2,A319,NA,Total Suspended Solids,2,mg/L,,0.5,1,
1995-05-09T16:35:00Z,1995,5,L6051-2,A319,NA,Fecal Coliform,43,CFU/100ml,,NA,NA,
2005-08-10T16:19:00Z,2005,8,L36340-2,A319,NA,"pH, Field",7.2,pH,,NA,NA,
1988-04-13T07:00:00Z,1988,4,8805078,A319,1,Fecal Coliform,39,ORG/100ml,,NA,NA,39||King County Nstream Database/B53311
2005-05-11T16:53:00Z,2005,5,L35457-2,A319,NA,Total Suspended Solids,4.1,mg/L,,0.5,1,
2000-07-11T15:53:00Z,2000,7,L18127-2,A319,NA,Turbidity,1,NTU,<RDL,0.5,1,
2006-08-16T17:35:00Z,2006,8,L40017-3,A319,NA,Ammonia Nitrogen,NA,mg/L,<MDL,0.01,0.02,
2008-04-09T17:40:00Z,2008,4,L45371-3,A319,NA,Total Suspended Solids,1.6,mg/L,<RDL,1,2,
1980-08-06T07:00:00Z,1980,8,8015534,A319,1,Nitrite + Nitrate Nitrogen,0.308,mg/L,,NA,NA,.308||King County Nstream Database/RVL
2022-03-15T17:07:00Z,2022,3,L78775-3,A319,NA,Orthophosphate Phosphorus,0.0188,mg/L,,5e-4,0.002,
2001-08-15T16:41:00Z,2001,8,L21601-2,A319,NA,"pH, Field",7.4,pH,,NA,NA,
1994-09-20T18:00:00Z,1994,9,L4493-5,A319,NA,Ammonia Nitrogen,NA,mg/L,<MDL,0.02,0.04,
1989-12-13T08:00:00Z,1989,12,8911557,A319,1,Ammonia Nitrogen,0.042,mg/L,,NA,NA,.042||King County Nstream Database/B53311
1996-03-12T17:25:00Z,1996,3,L8030-2,A319,NA,Total Phosphorus,0.075,mg/L,,0.005,0.01,
1999-08-10T19:20:00Z,1999,8,L15993-2,A319,NA,Storm Or Non-Storm,NA,none,,NA,NA,N
2002-01-15T17:32:00Z,2002,1,L23128-2,A319,NA,Total Suspended Solids,3.84,mg/L,,0.5,1,
1977-02-09T08:00:00Z,1977,2,7715029,A319,1,Nitrite + Nitrate Nitrogen,0.358,mg/L,,NA,NA,.358||King County Nstream Database/RVL
1994-11-08T18:35:00Z,1994,11,L4876-5,A319,NA,Storm Or Non-Storm,NA,none,,NA,NA,N
1988-10-11T07:00:00Z,1988,10,8810414,A319,1,Enterococcus,3,ORG/100g,E,NA,NA,3||King County Nstream Database/B53311
2014-10-15T17:34:00Z,2014,10,L61417-3,A319,NA,"Conductivity, Field",62.9,umhos/cm,,0.5,10,
1993-09-21T16:40:00Z,1993,9,L2055-5,A319,NA,Turbidity,1.2,NTU,,0.5,1,
2003-01-13T17:56:00Z,2003,1,L26869-2,A319,NA,Ammonia Nitrogen,0.0244,mg/L,,0.01,0.02,
1992-08-19T07:00:00Z,1992,8,9212306,A319,1,Total Phosphorus,0.019,mg/L,,NA,NA,.019||King County Nstream Database/B53311
2004-01-14T08:00:00Z,2004,1,L30673-2,A319,NA,"pH, Field",7.3,pH,,NA,NA,
1982-10-21T07:00:00Z,1982,10,8215700,A319,1,Ammonia Nitrogen,0.004,mg/L,,NA,NA,.004||King County Nstream Database/RS4
1982-07-22T07:00:00Z,1982,7,8215487,A319,1,Nitrite + Nitrate Nitrogen,0.247,mg/L,,NA,NA,.247||King County Nstream Database/RS4
1994-03-15T17:30:00Z,1994,3,L3201-5,A319,NA,Total Phosphorus,0.019,mg/L,,0.005,0.01,
2004-02-11T17:35:00Z,2004,2,L30931-2,A319,NA,Total Nitrogen,0.638,mg/L,,0.05,0.1,
2003-11-12T19:55:00Z,2003,11,L30211-2,A319,NA,Ammonia Nitrogen,NA,mg/L,<MDL,0.01,0.02,
1994-02-23T18:40:00Z,1994,2,L2970-5,A319,NA,Ammonia Nitrogen,NA,mg/L,<MDL,0.02,0.04,
2007-12-12T18:05:00Z,2007,12,L44659-3,A319,NA,Fecal Coliform,15,CFU/100ml,,NA,NA,
1998-09-15T17:16:00Z,1998,9,L14031-2,A319,NA,Enterococcus,41,CFU/100ml,,NA,NA,
1999-08-10T19:20:00Z,1999,8,L15993-2,A319,NA,Orthophosphate Phosphorus,0.0071,mg/L,,0.002,0.005,
2002-06-12T16:28:00Z,2002,6,L24556-2,A319,NA,"pH, Field",7.3,pH,,NA,NA,
1978-10-10T07:00:00Z,1978,10,7815367,A319,1,Total Suspended Solids,4,mg/L,,NA,NA,4.00||King County Nstream Database/RVL
1982-04-22T08:00:00Z,1982,4,8215261,A319,1,"pH, Field",8,pH,,NA,NA,8.0||King County Nstream Database/RS3
2008-03-05T18:25:00Z,2008,3,L45213-3,A319,NA,Total Alkalinity,22.6,mg CaCO3/L,,1,10,
1981-07-23T07:00:00Z,1981,7,8115443,A319,1,Temperature,13.9,deg C,,NA,NA,13.9||King County Nstream Database/RS3
2003-08-12T16:55:00Z,2003,8,L29169-2,A319,NA,Storm Or Non-Storm,NA,none,,NA,NA,N
1982-04-22T08:00:00Z,1982,4,8215261,A319,1,Temperature,11,deg C,,NA,NA,11.0||King County Nstream Database/RS3
1987-08-12T07:00:00Z,1987,8,8708318,A319,1,Ammonia Nitrogen,0.006,mg/L,,NA,NA,.006||King County Nstream Database/B53311
2021-06-16T16:49:00Z,2021,6,L77074-3,A319,NA,E. coli,78,CFU/100ml,,NA,NA,
2016-07-13T15:42:00Z,2016,7,L65743-3,A319,NA,Total Phosphorus,0.0134,mg/L,,0.005,0.01,
2019-07-10T16:02:00Z,2019,7,L72673-3,A319,NA,Turbidity,0.97,NTU,,0.2,0.5,
1985-07-18T07:00:00Z,1985,7,8515334,A319,1,Nitrite + Nitrate Nitrogen,0.254,mg/L,,NA,NA,.254||King County Nstream Database/RS4
1993-04-13T19:45:00Z,1993,4,L814-5,A319,NA,Nitrite + Nitrate Nitrogen,0.24,mg/L,,0.05,0.1,
2003-01-13T17:56:00Z,2003,1,L26869-2,A319,NA,Storm Or Non-Storm,NA,none,,NA,NA,N
1992-07-21T07:00:00Z,1992,7,9211549,A319,1,Nitrite + Nitrate Nitrogen,0.28,mg/L,,NA,NA,.280||King County Nstream Database/B53311
2006-07-12T16:21:00Z,2006,7,L39677-3,A319,NA,"pH, Field",7.6,pH,,NA,NA,
