SampleID,CollectDate,Year,Month,Locator,Nitrite_+_Nitrate_Nitrogen,Nitrite_+_Nitrate_Nitrogen_log,Nitrite_+_Nitrate_Nitrogen_units,Nitrite_+_Nitrate_Nitrogen_mdl,Nitrite_+_Nitrate_Nitrogen_rdl,Nitrite_+_Nitrate_Nitrogen_text,Nitrite_+_Nitrate_Nitrogen_orig,Ammonia_Nitrogen,Ammonia_Nitrogen_log,Ammonia_Nitrogen_units,Ammonia_Nitrogen_mdl,Ammonia_Nitrogen_rdl,Ammonia_Nitrogen_text,Ammonia_Nitrogen_orig,Total_Nitrogen,Total_Nitrogen_log,Total_Nitrogen_units,Total_Nitrogen_mdl,Total_Nitrogen_rdl,Total_Nitrogen_text,Total_Nitrogen_orig,Total_Suspended_Solids,Total_Suspended_Solids_log,Total_Suspended_Solids_units,Total_Suspended_Solids_mdl,Total_Suspended_Solids_rdl,Total_Suspended_Solids_text,Total_Suspended_Solids_orig,"Dissolved_Oxygen,_Field","Dissolved_Oxygen,_Field_log","Dissolved_Oxygen,_Field_units","Dissolved_Oxygen,_Field_mdl","Dissolved_Oxygen,_Field_rdl","Dissolved_Oxygen,_Field_text","Dissolved_Oxygen,_Field_orig","pH,_Field","pH,_Field_log","pH,_Field_units","pH,_Field_mdl","pH,_Field_rdl","pH,_Field_text","pH,_Field_orig",Orthophosphate_Phosphorus,Orthophosphate_Phosphorus_log,Orthophosphate_Phosphorus_units,Orthophosphate_Phosphorus_mdl,Orthophosphate_Phosphorus_rdl,Orthophosphate_Phosphorus_text,Orthophosphate_Phosphorus_orig,Temperature,Temperature_log,Temperature_units,Temperature_mdl,Temperature_rdl,Temperature_text,Temperature_orig,Fecal_Coliform,Fecal_Coliform_log,Fecal_Coliform_units,Fecal_Coliform_mdl,Fecal_Coliform_rdl,Fecal_Coliform_text,Fecal_Coliform_orig,Total_Alkalinity,Total_Alkalinity_log,Total_Alkalinity_units,Total_Alkalinity_mdl,Total_Alkalinity_rdl,Total_Alkalinity_text,Total_Alkalinity_orig,Turbidity,Turbidity_log,Turbidity_units,Turbidity_mdl,Turbidity_rdl,Turbidity_text,Turbidity_orig,Silica,Silica_log,Silica_units,Silica_mdl,Silica_rdl,Silica_text,Silica_orig,"Conductivity,_Field","Conductivity,_Field_log","Conductivity,_Field_units","Conductivity,_Field_mdl","Conductivity,_Field_rdl","Conductivity,_Field_text","Conductivity,_Field_orig",Total_Phosphorus,Total_Phosphorus_log,Total_Phosphorus_units,Total_Phosphorus_mdl,Total_Phosphorus_rdl,Total_Phosphorus_text,Total_Phosphorus_orig,Storm_Or_Non-Storm,Storm_Or_Non-Storm_log,Storm_Or_Non-Storm_units,Storm_Or_Non-Storm_mdl,Storm_Or_Non-Storm_rdl,Storm_Or_Non-Storm_text,Storm_Or_Non-Storm_orig,pH,pH_log,pH_units,pH_mdl,pH_rdl,pH_text,pH_orig,Enterococcus,Enterococcus_log,Enterococcus_units,Enterococcus_mdl,Enterococcus_rdl,Enterococcus_text,Enterococcus_orig,Conductivity,Conductivity_log,Conductivity_units,Conductivity_mdl,Conductivity_rdl,Conductivity_text,Conductivity_orig,Dissolved_Oxygen,Dissolved_Oxygen_log,Dissolved_Oxygen_units,Dissolved_Oxygen_mdl,Dissolved_Oxygen_rdl,Dissolved_Oxygen_text,Dissolved_Oxygen_orig,E._coli,E._coli_log,E._coli_units,E._coli_mdl,E._coli_rdl,E._coli_text,E._coli_orig
9207813,1992-03-10T08:00:00Z,1992,3,0631,1.0559100000000001,0.0544029543792922,mg/L,NA,NA,1.100||King County Nstream Database/B53311,1.1,0.023,-3.7722610630529876,mg/L,NA,NA,.023||King County Nstream Database/B53311,0.023,0,0,,NA,NA,,0,4,1.3862943611198906,mg/L,NA,NA,4.00||King County Nstream Database/B53311,4,0,0,,NA,NA,,0,7.5,2.0149030205422647,pH,NA,NA,7.5||King County Nstream Database/B53311,7.5,0.015043576110066292,-4.196804215448344,mg/L,NA,NA,.013||King County Nstream Database/B53311,0.013,6.9,1.9315214116032138,deg C,NA,NA,6.9||King County Nstream Database/B53311,6.9,14,2.6390573296152584,ORG/100ml,NA,NA,14||King County Nstream Database/B53311,14,0,0,,NA,NA,,0,1.4,0.3364722366212129,NTU,NA,NA,1.4||King County Nstream Database/B53311,1.4,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.022372460972804906,-3.7999244973358732,mg/L,NA,NA,.027||King County Nstream Database/B53311,0.027,NA,NA,none,NA,NA,N||King County Nstream Database/B53311,NA,7.5,2.0149030205422647,pH,NA,NA,7.5||King County Nstream Database/B53311,7.5,280,5.634789603169249,ORG/100g,NA,NA,280||King County Nstream Database/B53311,280,109,4.6913478822291435,umhos/cm,NA,NA,109||King County Nstream Database/B53311,109,11.9,2.4765384001174837,mg/L,NA,NA,11.90||King County Nstream Database/B53311,11.9,0,0,,NA,NA,,0
L2970-5,1994-02-23T18:40:00Z,1994,2,A319,0.58682,-0.5330371501312107,mg/L,0.05,0.1,,0.6,0.02,-3.912023005428146,mg/L,0.02,0.04,,NA,0.8653304279223767,-0.14464384739464156,mg/L,0.05,0.1,,0.86,6.1,1.8082887711792655,mg/L,0.5,1,,6.1,0,0,,NA,NA,,0,6.35,1.8484548129046001,pH,NA,NA,,6.35,0.03093476044691362,-3.4758747937849908,mg/L,0.002,0.005,,0.03,6.5,1.8718021769015913,deg C,NA,NA,,6.5,100,4.605170185988092,CFU/100ml,NA,NA,,100,0,0,,NA,NA,,0,1.7,0.5306282510621704,NTU,0.5,1,,1.7,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.04090813057248226,-3.19642644418656,mg/L,0.005,0.01,,0.047,NA,NA,none,NA,NA,N,NA,0,0,,NA,NA,,0,45,3.8066624897703196,CFU/100ml,NA,NA,,45,77,4.343805421853684,umhos/cm,0.5,1,,77,12,2.4849066497880004,mg/L,0.5,1,,12,0,0,,NA,NA,,0
L5672-6,1995-03-14T19:30:00Z,1995,3,0631,1.299816,0.2622227159884393,mg/L,0.05,0.1,,1.36,0.02,-3.912023005428146,mg/L,0.02,0.04,,NA,1.7609181892840946,0.5658353714696039,mg/L,0.05,0.1,,1.76,12,2.4849066497880004,mg/L,0.5,1,,12,0,0,,NA,NA,,0,7.41,2.0028304393079956,pH,NA,NA,,7.41,0.010020722085634322,-4.603100121487372,mg/L,0.002,0.005,,0.00739,8.8,2.174751721484161,deg C,NA,NA,,8.8,44,3.784189633918261,CFU/100ml,NA,NA,,44,0,0,,NA,NA,,0,3.9,1.3609765531356006,NTU,0.5,1,,3.9,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.03996141065956304,-3.219841024034011,mg/L,0.005,0.01,,0.046,NA,NA,none,NA,NA,S,NA,0,0,,NA,NA,,0,48,3.871201010907891,CFU/100ml,NA,NA,,48,87,4.465908118654584,umhos/cm,0.5,1,,87,11,2.3978952727983707,mg/L,0.5,1,,11,0,0,,NA,NA,,0
L44654-3,2007-12-12T18:20:00Z,2007,12,0631,0.985,-0.015113637810048184,mg/L,0.02,0.04,,0.985,0.0204,-3.892220378131966,mg/L,0.01,0.02,,0.0204,1.42,0.35065687161316933,mg/L,0.05,0.1,,1.42,7.6,2.028148247292285,mg/L,0.5,1,,7.6,11.7,2.4595888418037104,mg/L,0.5,1,,11.7,7.36,1.9960599327407849,pH,NA,NA,,7.36,0.0112,-4.491841500681089,mg/L,0.002,0.005,,0.0112,5.48,1.7011051009599243,deg C,NA,NA,,5.48,20,2.995732273553991,CFU/100ml,NA,NA,,20,36,3.58351893845611,mg CaCO3/L,1,10,,36,2.6,0.9555114450274363,NTU,0.5,2,,2.6,16.6,2.8094026953624978,mg/L,0.5,1,,16.6,106,4.663439094112067,umhos/cm,0.5,10,,106,0.0249,-3.6928874755114753,mg/L,0.005,0.01,,0.0249,NA,NA,none,NA,NA,N,NA,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,13,2.5649493574615367,CFU/100ml,NA,NA,,13
L78933-9,2022-04-11T20:35:00Z,2022,4,0631,0.424,-0.8580218237501793,mg/L,0.01,0.04,,0.424,0.0092,-4.688551794927142,mg/L,0.002,0.01,,0.0092,0.595,-0.5191938734365074,mg/L,0.05,0.1,,0.595,4.6,1.5260563034950492,mg/L,0.5,1,,4.6,11.8,2.468099531471619,mg/L,0.5,1,,11.8,7.45,2.0082140323914683,pH,NA,NA,,7.45,0.00751,-4.891519813206093,mg/L,5e-4,0.002,,0.00751,7.75,2.0476928433652555,deg C,NA,NA,,7.75,0,0,,NA,NA,,0,34.6,3.543853682063679,mg CaCO3/L,1,5,,34.6,2.43,0.8878912573524571,NTU,0.2,0.5,,2.43,15.4,2.7343675094195836,mg/L,0.2,0.5,,15.4,95.4,4.558078578454241,umhos/cm,0.5,10,,95.4,0.0259,-3.653512310276645,mg/L,0.005,0.01,,0.0259,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,29,3.367295829986474,CFU/100ml,NA,NA,,29
L67690-3,2017-05-10T16:31:00Z,2017,5,A319,0.165,-1.8018098050815563,mg/L,0.01,0.04,,0.165,0.0061,-5.099466507802871,mg/L,0.002,0.01,,0.0061,0.261,-1.3432348716594436,mg/L,0.05,0.1,,0.261,7.1,1.9600947840472698,mg/L,0.5,1,,7.1,11.5,2.4423470353692043,mg/L,0.5,1,,11.5,7.45,2.0082140323914683,pH,NA,NA,,7.45,0.00453,-5.397033339487194,mg/L,5e-4,0.002,,0.00453,8.6,2.151762203259462,deg C,NA,NA,,8.6,20,2.995732273553991,CFU/100ml,NA,NA,,20,19,2.9444389791664403,mg CaCO3/L,1,5,,19,6.72,1.9050881545350582,NTU,0.2,0.5,,6.72,0,0,,NA,NA,,0,49.5,3.901972669574645,umhos/cm,0.5,10,,49.5,0.02,-3.912023005428146,mg/L,0.005,0.01,,0.02,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0
L47160-12,2009-01-06T22:00:00Z,2009,1,0631,1.1,0.09531017980432493,mg/L,0.02,0.04,,1.1,0.0099,-4.615220521841593,mg/L,0.005,0.01,,0.0099,1.4,0.3364722366212129,mg/L,0.05,0.1,,1.4,174,5.159055299214529,mg/L,1.4,2.7,,174,12,2.4849066497880004,mg/L,0.5,1,"Hydrolab dissolved oxygen failed the end check at 115%, values reported are qualified as estimates.  See DAF.",12,7.26,1.9823798288367047,pH,NA,NA,,7.26,0.00896,-4.714985051995298,mg/L,0.002,0.005,,0.00896,5.74,1.747459210331475,deg C,NA,NA,,5.74,30,3.4011973816621555,CFU/100ml,NA,NA,,30,22.1,3.095577608523707,mg CaCO3/L,1,5,,22.1,0,0,,NA,NA,,0,0,0,,NA,NA,,0,73.8,4.301358731606427,umhos/cm,0.5,10,,73.8,0.0976,-2.32687778556309,mg/L,0.005,0.01,,0.0976,NA,NA,none,NA,NA,N,NA,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0
L65894-9,2016-08-09T19:41:00Z,2016,8,0631,0.448,-0.8029620465671519,mg/L,0.01,0.04,,0.448,0.0252,-3.6809112844647593,mg/L,0.002,0.01,,0.0252,0.563,-0.5744756508424468,mg/L,0.05,0.1,,0.563,3.1,1.1314021114911006,mg/L,0.5,1,,3.1,10.7,2.3702437414678603,mg/L,0.5,1,,10.7,7.91,2.0681277817795625,pH,NA,NA,,7.91,0.0482,-3.0323962579255825,mg/L,5e-4,0.002,Unusual Comparison: See DAF.,0.0482,14.4,2.667228206581955,deg C,NA,NA,,14.4,86,4.454347296253507,CFU/100ml,NA,NA,,86,57.7,4.055257173514054,mg CaCO3/L,1,5,,57.7,1.77,0.5709795465857378,NTU,0.2,0.5,,1.77,19.5,2.970414465569701,mg/L,0.2,0.5,,19.5,140,4.941642422609304,umhos/cm,0.5,10,,140,0.024,-3.7297014486341915,mg/L,0.005,0.01,Unusual Comparison: See DAF,0.024,NA,NA,none,NA,NA,N,NA,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0
L36785-2,2005-09-14T16:52:00Z,2005,9,A319,0.26809310000000003,-1.3164209707368404,mg/L,0.02,0.04,,0.273,0.0209,-3.868006120011372,mg/L,0.01,0.02,,0.0209,0.37980657826970954,-0.9680931604018946,mg/L,0.05,0.1,,0.375,2.4,0.8754687373538999,mg/L,0.5,1,,2.4,9.8,2.2823823856765264,mg/L,0.5,1,,9.8,7.4,2.0014800002101243,pH,NA,NA,,7.4,0.006403100332137736,-5.050972979016819,mg/L,0.002,0.005,,0.0049,13.3,2.5877640352277083,deg C,NA,NA,,13.3,62,4.127134385045092,CFU/100ml,NA,NA,,62,34.1,3.529297384289471,mg CaCO3/L,1,10,,34.1,1.4,0.3364722366212129,NTU,0.5,2,,1.4,0,0,,NA,NA,,0,79.9,4.380775852772229,umhos/cm,0.5,10,,79.9,0.01811654125321626,-4.01092987665255,mg/L,0.005,0.01,,0.0168,NA,NA,none,NA,NA,N,NA,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,50,3.912023005428146,CFU/100ml,NA,NA,,50
L11969-2,1997-10-14T17:50:00Z,1997,10,0631,0.8776710000000001,-0.1304834708322861,mg/L,0.05,0.1,,0.91,0.0716,-2.636660205015537,mg/L,0.02,0.04,,0.0716,1.5523660617637183,0.43978025848783814,mg/L,0.05,0.1,,1.55,5.5,1.7047480922384253,mg/L,0.5,1,,5.5,10.1,2.3125354238472138,mg/L,NA,10,,10.1,7.3,1.9878743481543455,pH,NA,NA,,7.3,0.028429051860723295,-3.5603437038323227,mg/L,0.002,0.005,,0.0272,10.9,2.388762789235098,deg C,NA,NA,,10.9,130,4.867534450455582,CFU/100ml,NA,NA,,130,46.1,3.8308129500026027,mg CaCO3/L,0.2,1,,46.1,2.5,0.9162907318741551,NTU,0.5,1,,2.5,0,0,,NA,NA,,0,115,4.74493212836325,umhos/cm,NA,NA,,115,0.03432075924348965,-3.3720048821277717,mg/L,0.005,0.01,,0.04,NA,NA,none,NA,NA,N,NA,0,0,,NA,NA,,0,190,5.247024072160486,CFU/100ml,NA,NA,,190,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0
L41461-3,2007-01-09T18:15:00Z,2007,1,0631,1.08,0.0769610411361284,mg/L,0.02,0.04,,1.08,0.01,-4.605170185988091,mg/L,0.01,0.02,,NA,1.33,0.28517894223366247,mg/L,0.05,0.1,,1.33,40.1,3.6913763343125234,mg/L,0.5,1,,40.1,12,2.4849066497880004,mg/L,0.5,1,,12,7,1.9459101490553132,pH,NA,NA,,7,0.00875,-4.738701578612614,mg/L,0.002,0.005,,0.00875,7.6,2.028148247292285,deg C,NA,NA,,7.6,8,2.0794415416798357,CFU/100ml,NA,NA,,8,23.3,3.1484533605716547,mg CaCO3/L,1,10,,23.3,14.7,2.6878474937846906,NTU,0.5,2,,14.7,14.4,2.667228206581955,mg/L,0.5,1,,14.4,75.4,4.32280727501391,umhos/cm,0.5,10,,75.4,0.0511,-2.9739707817724783,mg/L,0.005,0.01,,0.0511,NA,NA,none,NA,NA,N,NA,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,21,3.044522437723423,CFU/100ml,NA,NA,,21
9211449,1992-10-19T07:00:00Z,1992,10,0631,0.45036200000000004,-0.7977035751653369,mg/L,NA,NA,.460||King County Nstream Database/B53311,0.46,0.12,-2.120263536200091,mg/L,NA,NA,.120||King County Nstream Database/B53311,0.12,0,0,,NA,NA,,0,19.2,2.954910279033736,mg/L,NA,NA,19.20||King County Nstream Database/B53311,19.2,0,0,,NA,NA,,0,6.7,1.9021075263969205,pH,NA,NA,6.7||King County Nstream Database/B53311,6.7,0.026435322017208565,-3.633054207897059,mg/L,NA,NA,.025||King County Nstream Database/B53311,0.025,12.2,2.501435951739211,deg C,NA,NA,12.2||King County Nstream Database/B53311,12.2,700,6.551080335043404,none,NA,NA,700||King County Nstream Database/B53311,700,0,0,,NA,NA,,0,4.7,1.547562508716013,NTU,NA,NA,4.7||King County Nstream Database/B53311,4.7,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.06705580269687467,-2.7022301301672274,mg/L,NA,NA,.074||King County Nstream Database/B53311,0.074,NA,NA,none,NA,NA,S||King County Nstream Database/B53311,NA,6.7,1.9021075263969205,pH,NA,NA,6.7||King County Nstream Database/B53311,6.7,1600,7.3777589082278725,ORG/100g,NA,NA,1600||King County Nstream Database/B53311,1600,140,4.941642422609304,umhos/cm,NA,NA,140||King County Nstream Database/B53311,140,8.9,2.186051276738094,mg/L,NA,NA,8.90||King County Nstream Database/B53311,8.9,0,0,,NA,NA,,0
8515292,1985-06-13T07:00:00Z,1985,6,0631,0.8007468,-0.22221048675436691,mg/L,NA,NA,.828||King County Nstream Database/RS4,0.828,0.001,-6.907755278982137,mg/L,NA,NA,.001||King County Nstream Database/RS4,0.001,0,0,,NA,NA,,0,4.01,1.3887912413184778,mg/L,NA,NA,4.01||King County Nstream Database/RS4,4.01,0,0,,NA,NA,,0,7.8,2.0541237336955462,pH,NA,NA,7.8||King County Nstream Database/RS4,7.8,0.015043576110066292,-4.196804215448344,mg/L,NA,NA,.013||King County Nstream Database/RS4,0.013,12,2.4849066497880004,deg C,NA,NA,12.0||King County Nstream Database/RS4,12,270,5.598421958998375,ORG/100ml,NA,NA,270||King County Nstream Database/RS4,270,0,0,,NA,NA,,0,1.7,0.5306282510621704,NTU,NA,NA,1.7||King County Nstream Database/RS4,1.7,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.02875495751345375,-3.5489450913534615,mg/L,NA,NA,.034||King County Nstream Database/RS4,0.034,NA,NA,none,NA,NA,N||King County Nstream Database/RS4,NA,7.8,2.0541237336955462,pH,NA,NA,7.8||King County Nstream Database/RS4,7.8,0,0,,NA,NA,,0,84,4.430816798843313,umhos/cm,NA,NA,84||King County Nstream Database/RS4,84,9.91,2.2935443483418965,mg/L,NA,NA,9.91||King County Nstream Database/RS4,9.91,0,0,,NA,NA,,0
7215015,1972-01-04T08:00:00Z,1972,1,0631,0.12871100000000002,-2.0501856979469455,mg/L,NA,NA,.130||King County Nstream Database/RBC,0.13,0.01,-4.605170185988091,mg/L,NA,NA,.010||King County Nstream Database/RBC,0.01,0,0,,NA,NA,,0,6.2,1.824549292051046,mg/L,NA,NA,6.20||King County Nstream Database/RBC,6.2,0,0,,NA,NA,,0,6.7,1.9021075263969205,pH,NA,NA,6.7||King County Nstream Database/RBC,6.7,0,0,,NA,NA,,0,4.4,1.4816045409242156,deg C,NA,NA,4.4||King County Nstream Database/RBC,4.4,0,0,,NA,NA,,0,26,3.258096538021482,mg CaCO3/L,NA,NA,26.0||King County Nstream Database/RBC,26,2.5,0.9162907318741551,NTU,NA,NA,2.5||King County Nstream Database/RBC,2.5,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,6.7,1.9021075263969205,pH,NA,NA,6.7||King County Nstream Database/RBC,6.7,0,0,,NA,NA,,0,80,4.382026634673881,umhos/cm,NA,NA,80||King County Nstream Database/RBC,80,12.7,2.5416019934645457,mg/L,NA,NA,12.70||King County Nstream Database/RBC,12.7,0,0,,NA,NA,,0
L5055-14,1994-12-13T19:25:00Z,1994,12,A319,0.6102128,-0.493947530190635,mg/L,0.05,0.1,,0.624,0.024,-3.7297014486341915,mg/L,0.02,0.04,,0.024,0.6444711238396825,-0.4393252615791869,mg/L,0.05,0.1,,0.639,2.5,0.9162907318741551,mg/L,0.5,1,,2.5,0,0,,NA,NA,,0,6.66,1.8961194845522977,pH,NA,NA,,6.66,0.01633186274784956,-4.114637309439035,mg/L,0.002,0.005,,0.0143,4.1,1.410986973710262,deg C,NA,NA,,4.1,6,1.791759469228055,CFU/100ml,NA,NA,,6,0,0,,NA,NA,,0,0.9,-0.10536051565782628,NTU,0.5,1,,0.9,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.026003731021743613,-3.6495152504196224,mg/L,0.005,0.01,,0.031,NA,NA,none,NA,NA,N,NA,0,0,,NA,NA,,0,2,0.6931471805599453,CFU/100ml,NA,NA,,2,75,4.31748811353631,umhos/cm,0.5,1,,75,13,2.5649493574615367,mg/L,0.5,1,,13,0,0,,NA,NA,,0
L70037-4,2018-05-16T17:27:00Z,2018,5,0438,0.184,-1.6928195213731514,mg/L,0.01,0.04,,0.184,0.007,-4.961845129926823,mg/L,0.002,0.01,,0.007,0.252,-1.3783261914707137,mg/L,0.05,0.1,,0.252,1.5,0.4054651081081644,mg/L,0.5,1,,1.5,10.9,2.388762789235098,mg/L,0.5,1,,10.9,7.45,2.0082140323914683,pH,NA,NA,,7.45,0.00351,-5.652139241504362,mg/L,5e-4,0.002,,0.00351,12.3,2.509599262378372,deg C,NA,NA,,12.3,49,3.8918202981106265,CFU/100ml,NA,NA,,49,28.2,3.339321977944068,mg CaCO3/L,1,5,,28.2,1.07,0.06765864847381486,NTU,0.2,0.5,,1.07,11.1,2.4069451083182885,mg/L,0.2,0.5,,11.1,68.7,4.229749199228304,umhos/cm,0.5,10,,68.7,0.0109,-4.518992489747039,mg/L,0.005,0.01,,0.0109,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0
9113232,1991-11-05T08:00:00Z,1991,11,0631,0.671289,-0.3985555342881754,mg/L,NA,NA,.690||King County Nstream Database/B53311,0.69,0.047,-3.0576076772720784,mg/L,NA,NA,.047||King County Nstream Database/B53311,0.047,0,0,,NA,NA,,0,38.8,3.6584202466292277,mg/L,NA,NA,38.80||King County Nstream Database/B53311,38.8,0,0,,NA,NA,,0,7.4,2.0014800002101243,pH,NA,NA,7.4||King County Nstream Database/B53311,7.4,0.026435322017208565,-3.633054207897059,mg/L,NA,NA,.025||King County Nstream Database/B53311,0.025,10.5,2.3513752571634776,deg C,NA,NA,10.5||King County Nstream Database/B53311,10.5,1200,7.090076835776092,ORG/100ml,NA,NA,1200||King County Nstream Database/B53311,1200,0,0,,NA,NA,,0,18,2.8903717578961645,NTU,NA,NA,18.0||King County Nstream Database/B53311,18,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.14892549748878886,-1.9043091149405575,mg/L,NA,NA,.154||King County Nstream Database/B53311,0.154,NA,NA,none,NA,NA,S||King County Nstream Database/B53311,NA,7.4,2.0014800002101243,pH,NA,NA,7.4||King County Nstream Database/B53311,7.4,2000,7.600902459542082,ORG/100g,NA,NA,2000||King County Nstream Database/B53311,2000,117,4.762173934797756,umhos/cm,NA,NA,117||King County Nstream Database/B53311,117,10,2.302585092994046,mg/L,NA,NA,10.00||King County Nstream Database/B53311,10,0,0,,NA,NA,,0
8015676,1980-09-11T07:00:00Z,1980,9,0631,0.1530785,-1.8768044172706582,mg/L,NA,NA,.155||King County Nstream Database/RS2,0.155,0.031,-3.473768074496991,mg/L,NA,NA,.031||King County Nstream Database/RS2,0.031,0,0,,NA,NA,,0,1.7,0.5306282510621704,mg/L,NA,NA,1.70||King County Nstream Database/RS2,1.7,0,0,,NA,NA,,0,7.5,2.0149030205422647,pH,NA,NA,7.5||King County Nstream Database/RS2,7.5,0.03270471130955156,-3.4202361347122907,mg/L,NA,NA,.032||King County Nstream Database/RS2,0.032,12.5,2.5257286443082556,deg C,NA,NA,12.5||King County Nstream Database/RS2,12.5,230,5.438079308923196,ORG/100ml,NA,NA,230||King County Nstream Database/RS2,230,0,0,,NA,NA,,0,1.4,0.3364722366212129,NTU,NA,NA,1.4||King County Nstream Database/RS2,1.4,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.05046853135875865,-2.986405278344846,mg/L,NA,NA,.057||King County Nstream Database/RS2,0.057,0,0,,NA,NA,,0,7.5,2.0149030205422647,pH,NA,NA,7.5||King County Nstream Database/RS2,7.5,0,0,,NA,NA,,0,127,4.844187086458591,umhos/cm,NA,NA,127||King County Nstream Database/RS2,127,10.2,2.3223877202902252,mg/L,NA,NA,10.18||King County Nstream Database/RS2,10.2,0,0,,NA,NA,,0
L14565-6,1998-12-07T21:55:00Z,1998,12,0631,1.5437220000000003,0.4341963835778394,mg/L,0.02,0.04,,1.62,0.013,-4.3428059215206005,mg/L,0.01,0.02,,0.013,1.8303906467217874,0.6045294122262274,mg/L,0.05,0.1,,1.83,25.5,3.2386784521643803,mg/L,0.5,1,,25.5,12,2.4849066497880004,mg/L,NA,10,,12,NA,NA,pH,NA,NA,NOT RECORDED,NA,0.010935535465947811,-4.5157376579729425,mg/L,0.002,0.005,,0.00898,6.8,1.916922612182061,deg C,NA,NA,,6.8,200,5.298317366548036,CFU/100ml,NA,NA,,200,27,3.295836866004329,mg CaCO3/L,0.2,1,,27,12,2.4849066497880004,NTU,0.5,1,,12,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.03690647898475737,-3.299368161105666,mg/L,0.005,0.01,,0.0335,NA,NA,none,NA,NA,S,NA,0,0,,NA,NA,,0,230,5.438079308923196,CFU/100ml,NA,NA,,230,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0
L9254-2,1996-08-13T17:00:00Z,1996,8,0631,0.7866753,-0.23993969511454008,mg/L,0.05,0.1,,0.813,0.02,-3.912023005428146,mg/L,0.02,0.04,,NA,0.8992656697376491,-0.10617677121749584,mg/L,0.05,0.1,,0.894,3.3,1.1939224684724346,mg/L,0.5,1,,3.3,0,0,,NA,NA,,0,7.87,2.063058062429312,pH,NA,NA,,7.87,0.023676806055515483,-3.743259357475731,mg/L,0.002,0.005,,0.022,14.3,2.6602595372658615,deg C,NA,NA,,14.3,160,5.075173815233827,CFU/100ml,NA,NA,,160,0,0,,NA,NA,,0,1.4,0.3364722366212129,NTU,0.5,1,,1.4,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0.02509178666337848,-3.685214710960634,mg/L,0.005,0.01,,0.03,NA,NA,none,NA,NA,N,NA,0,0,,NA,NA,,0,160,5.075173815233827,CFU/100ml,NA,NA,,160,142,4.955827057601261,umhos/cm,0.5,1,,142,10.4,2.341805806147327,mg/L,0.5,1,,10.4,0,0,,NA,NA,,0
L69125-3,2017-12-13T17:28:00Z,2017,12,A319,0.439,-0.8232558659069656,mg/L,0.01,0.04,,0.439,0.0114,-4.474141923581687,mg/L,0.002,0.01,,0.0114,0.542,-0.6124892775424908,mg/L,0.05,0.1,,0.542,5,1.6094379124341003,mg/L,0.5,1,,5,12.7,2.5416019934645457,mg/L,0.5,1,,12.7,7.32,1.9906103279732201,pH,NA,NA,,7.32,0.00991,-4.61421093064024,mg/L,5e-4,0.002,,0.00991,3.8,1.33500106673234,deg C,NA,NA,,3.8,10,2.302585092994046,CFU/100ml,NA,NA,,10,25.4,3.2347491740244907,mg CaCO3/L,1,5,,25.4,3.35,1.208960345836975,NTU,0.2,0.5,,3.35,0,0,,NA,NA,,0,66.9,4.203198967134183,umhos/cm,0.5,10,,66.9,0.02,-3.912023005428146,mg/L,0.005,0.01,,0.02,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0,0,0,,NA,NA,,0
