SITE_CODE,Date,AveQ,
40d,3/19/1997,20.53,
40d,3/20/1997,22.2,
40d,3/21/1997,19.63,
40d,3/22/1997,18.2,
40d,3/23/1997,17.03,
40d,3/24/1997,16.61,
40d,3/25/1997,16,
40d,3/26/1997,16,
40d,3/27/1997,15.91,
40d,3/28/1997,15.02,
40d,3/29/1997,15,
40d,3/30/1997,15,
40d,3/31/1997,15.09,
40d,4/1/1997,15,
40d,4/2/1997,14.94,
40d,4/3/1997,14.58,
40d,4/4/1997,14.08,
40d,4/5/1997,14,
40d,4/6/1997,13.31,
40d,4/7/1997,12,
40d,4/8/1997,12,
40d,4/9/1997,11.74,
40d,4/10/1997,11.22,
40d,4/11/1997,11,
40d,4/12/1997,11,
40d,4/13/1997,11.57,
40d,4/14/1997,11.78,
40d,4/15/1997,11,
40d,4/16/1997,11,
40d,4/17/1997,11,
40d,4/18/1997,11,
40d,4/19/1997,11.49,
40d,4/20/1997,13.36,
40d,4/21/1997,12,
40d,4/22/1997,12.01,
40d,4/23/1997,12.48,
40d,4/24/1997,12.21,
40d,4/25/1997,11.29,
40d,4/26/1997,11.01,
40d,4/27/1997,11,
40d,4/28/1997,11.24,
40d,4/29/1997,11,
40d,4/30/1997,11.29,
40d,5/1/1997,11.46,
40d,5/2/1997,12.15,
40d,5/3/1997,11,
40d,5/4/1997,10.99,
40d,5/5/1997,10.54,
40d,5/6/1997,11,
40d,5/7/1997,10.54,
40d,5/8/1997,10,
40d,5/9/1997,9.85,
40d,5/10/1997,9.64,
40d,5/11/1997,9.53,
40d,5/12/1997,9.38,
40d,5/13/1997,9.26,
40d,5/14/1997,9.14,
40d,5/15/1997,9.1,
40d,5/16/1997,9.08,
40d,5/17/1997,8.91,
40d,5/18/1997,8.87,
40d,5/19/1997,8.83,
40d,5/20/1997,8.88,
40d,5/21/1997,8.99,
40d,5/22/1997,8.9,
40d,5/23/1997,9.24,
40d,5/24/1997,9.26,
40d,5/25/1997,9.14,
40d,5/26/1997,8.92,
40d,5/27/1997,8.93,
40d,5/28/1997,8.98,
40d,5/29/1997,9.11,
40d,5/30/1997,9.17,
40d,5/31/1997,12.56,
40d,6/1/1997,11.88,
40d,6/2/1997,10.77,
40d,6/3/1997,10.57,
40d,6/4/1997,10.93,
40d,6/5/1997,10.32,
40d,6/6/1997,9.82,
40d,6/7/1997,9.55,
40d,6/8/1997,9.06,
40d,6/9/1997,8.94,
40d,6/10/1997,8.68,
40d,6/11/1997,8.69,
40d,6/12/1997,8.93,
40d,6/13/1997,8.78,
40d,6/14/1997,8.64,
40d,6/15/1997,8.59,
40d,6/16/1997,8.57,
40d,6/17/1997,9,
40d,6/18/1997,9.17,
40d,6/19/1997,8.88,
40d,6/20/1997,8.8,
40d,6/21/1997,9.45,
40d,6/22/1997,9.39,
40d,6/23/1997,8.9,
40d,6/24/1997,8.56,
40d,6/25/1997,8.74,
40d,6/26/1997,8.33,
40d,6/27/1997,8.18,
40d,6/28/1997,8.19,
40d,6/29/1997,9.67,
40d,6/30/1997,8.84,
40d,7/1/1997,8.72,
40d,7/2/1997,8.56,
40d,7/3/1997,8.14,
40d,7/4/1997,8.03,
40d,7/5/1997,8.11,
40d,7/6/1997,8.45,
40d,7/7/1997,8.17,
40d,7/8/1997,9.01,
40d,7/9/1997,9.75,
40d,7/10/1997,9.36,
40d,7/11/1997,9.83,
40d,7/12/1997,9.07,
40d,7/13/1997,8.47,
40d,7/14/1997,8.08,
40d,7/15/1997,7.8,
40d,7/16/1997,7.73,
40d,7/17/1997,8.11,
40d,7/18/1997,7.49,
40d,7/19/1997,7.29,
40d,7/20/1997,7.11,
40d,7/21/1997,7.05,
40d,7/22/1997,7.33,
40d,7/23/1997,7.28,
40d,7/24/1997,7.02,
40d,7/25/1997,7.1,
40d,7/26/1997,7.06,
40d,7/27/1997,6.92,
40d,7/28/1997,6.36,
40d,7/29/1997,6.36,
40d,7/30/1997,6.43,
40d,7/31/1997,6.69,
40d,8/1/1997,6.95,
40d,8/2/1997,6.66,
40d,8/3/1997,6.66,
40d,8/4/1997,6.79,
40d,8/5/1997,6.87,
40d,8/6/1997,7.05,
40d,8/7/1997,6.88,
40d,8/8/1997,6.66,
40d,8/9/1997,6.7,
40d,8/10/1997,6.7,
40d,8/11/1997,6.74,
40d,8/12/1997,6.63,
40d,8/13/1997,6.58,
40d,8/14/1997,6.73,
40d,8/15/1997,6.76,
40d,8/16/1997,6.6,
40d,8/17/1997,6.56,
40d,8/18/1997,6.44,
40d,8/19/1997,6.43,
40d,8/20/1997,6.44,
40d,8/21/1997,6.33,
40d,8/22/1997,6.32,
40d,8/23/1997,6.28,
40d,8/24/1997,6.81,
40d,8/25/1997,6.82,
40d,8/26/1997,7.4,
40d,8/27/1997,6.77,
40d,8/28/1997,6.57,
40d,8/29/1997,6.44,
40d,8/30/1997,6.24,
40d,8/31/1997,6.05,
40d,9/1/1997,6.08,
40d,9/2/1997,5.88,
40d,9/3/1997,5.74,
40d,9/4/1997,5.63,
40d,9/5/1997,5.62,
40d,9/6/1997,5.54,
40d,9/7/1997,5.49,
40d,9/8/1997,5.5,
40d,9/9/1997,5.42,
40d,9/10/1997,5.47,
40d,9/11/1997,5.61,
40d,9/12/1997,6.06,
40d,9/13/1997,6,
40d,9/14/1997,6.03,
40d,9/15/1997,5.98,
40d,9/16/1997,5.89,
40d,9/17/1997,6.66,
40d,9/18/1997,6.81,
40d,9/19/1997,5.91,
40d,9/20/1997,5.75,
40d,9/21/1997,5.56,
40d,9/22/1997,5.55,
40d,9/23/1997,5.47,
40d,9/24/1997,5.26,
40d,9/25/1997,4.99,
40d,9/26/1997,6.17,
40d,9/27/1997,5.94,
40d,9/28/1997,5.84,
40d,9/29/1997,5.32,
40d,9/30/1997,5.14,
40d,10/1/1997,5.4,
40d,10/2/1997,5.76,
40d,10/3/1997,6.27,
40d,10/4/1997,8.26,
40d,10/5/1997,7.61,
40d,10/6/1997,6.54,
40d,10/7/1997,7.47,
40d,10/8/1997,7.8,
40d,10/9/1997,8.12,
40d,10/10/1997,8.15,
40d,10/11/1997,7.68,
40d,10/12/1997,7.17,
40d,10/13/1997,6.73,
40d,10/14/1997,6.82,
40d,10/15/1997,6.54,
40d,10/16/1997,6.64,
40d,10/17/1997,7.08,
40d,10/18/1997,7.01,
40d,10/19/1997,6.87,
40d,10/20/1997,6.8,
40d,10/21/1997,6.83,
40d,10/22/1997,6.77,
40d,10/23/1997,6.79,
40d,10/24/1997,6.8,
40d,10/25/1997,6.74,
40d,10/26/1997,6.83,
40d,10/27/1997,6.97,
40d,10/28/1997,7,
40d,10/29/1997,9.01,
40d,10/30/1997,12.04,
40d,10/31/1997,10.55,
40d,11/1/1997,9.74,
40d,11/2/1997,8.91,
40d,11/3/1997,9.01,
40d,11/4/1997,8.48,
40d,11/5/1997,7.53,
40d,11/6/1997,7.55,
40d,11/7/1997,8.86,
40d,11/8/1997,8.63,
40d,11/9/1997,8.05,
40d,11/10/1997,8.12,
40d,11/11/1997,7.61,
40d,11/12/1997,7.28,
40d,11/13/1997,7.78,
40d,11/14/1997,6.65,
40d,11/15/1997,7.28,
40d,11/16/1997,7.17,
40d,11/17/1997,8.49,
40d,11/18/1997,7.72,
40d,11/19/1997,7.67,
40d,11/20/1997,7.76,
40d,11/21/1997,7.97,
40d,11/22/1997,7.78,
40d,11/23/1997,7.77,
40d,11/24/1997,8.45,
40d,11/25/1997,8.62,
40d,11/26/1997,8.1,
40d,11/27/1997,7.56,
40d,11/28/1997,7.46,
40d,11/29/1997,7.4,
40d,11/30/1997,7.72,
40d,12/1/1997,7.42,
40d,12/2/1997,7.38,
40d,12/3/1997,7.33,
40d,12/4/1997,6.96,
40d,12/5/1997,6.95,
40d,12/6/1997,6.94,
40d,12/7/1997,6.82,
40d,12/8/1997,7.06,
40d,12/9/1997,6.76,
40d,12/10/1997,6.99,
40d,12/11/1997,7.46,
40d,12/12/1997,7.44,
40d,12/13/1997,7.14,
40d,12/14/1997,7,
40d,12/15/1997,7.08,
40d,12/16/1997,10.63,
40d,12/17/1997,12.49,
40d,12/18/1997,11.76,
40d,12/19/1997,10.58,
40d,12/20/1997,10.19,
40d,12/21/1997,9.89,
40d,12/22/1997,9.6,
40d,12/23/1997,9.51,
40d,12/24/1997,9.37,
40d,12/25/1997,9.17,
40d,12/26/1997,9.29,
40d,12/27/1997,9.24,
40d,12/28/1997,9.64,
40d,12/29/1997,9.8,
40d,12/30/1997,9.59,
40d,12/31/1997,9.56,
40d,1/1/1998,11.28,
40d,1/2/1998,11.59,
40d,1/3/1998,11,
40d,1/4/1998,11,
40d,1/5/1998,12.92,
40d,1/6/1998,14.75,
40d,1/7/1998,14.36,
40d,1/8/1998,13.25,
40d,1/9/1998,12.68,
40d,1/10/1998,12,
40d,1/11/1998,12,
40d,1/12/1998,12,
40d,1/13/1998,12,
40d,1/14/1998,13.26,
40d,1/15/1998,14.51,
40d,1/16/1998,14,
40d,1/17/1998,14.8,
40d,1/18/1998,14.34,
40d,1/19/1998,16.32,
40d,1/20/1998,15.59,
40d,1/21/1998,15,
40d,1/22/1998,15.06,
40d,1/23/1998,15.97,
40d,1/24/1998,15.99,
40d,1/25/1998,16.46,
40d,1/26/1998,16.02,
40d,1/27/1998,15.22,
40d,1/28/1998,14.52,
40d,1/29/1998,13.97,
40d,1/30/1998,14.08,
40d,1/31/1998,13.11,
40d,2/1/1998,12.92,
40d,2/2/1998,13.21,
40d,2/3/1998,13.43,
40d,2/4/1998,14.26,
40d,2/5/1998,13.47,
40d,2/6/1998,12.45,
40d,2/7/1998,12.58,
40d,2/8/1998,12.01,
40d,2/9/1998,12.27,
40d,2/10/1998,11.91,
40d,2/11/1998,12.22,
40d,2/12/1998,13.76,
40d,2/13/1998,16.07,
40d,2/14/1998,14.17,
40d,2/15/1998,14.99,
40d,2/16/1998,13.74,
40d,2/17/1998,14.38,
40d,2/18/1998,13.64,
40d,2/19/1998,13.74,
40d,2/20/1998,13.25,
40d,2/21/1998,13.18,
40d,2/22/1998,13.7,
40d,2/23/1998,14.06,
40d,2/24/1998,13.1,
40d,2/25/1998,12.68,
40d,2/26/1998,12.48,
40d,2/27/1998,12.28,
40d,2/28/1998,12.27,
40d,3/1/1998,14.03,
40d,3/2/1998,15.42,
40d,3/3/1998,16,
40d,3/4/1998,13.81,
40d,3/5/1998,13.22,
40d,3/6/1998,12.79,
40d,3/7/1998,12.42,
40d,3/8/1998,12.65,
40d,3/9/1998,14.48,
40d,3/10/1998,16.02,
40d,3/11/1998,14.55,
40d,3/12/1998,13.74,
40d,3/13/1998,13.2,
40d,3/14/1998,12.79,
40d,3/15/1998,12.4,
40d,3/16/1998,11.63,
40d,3/17/1998,12.8,
40d,3/18/1998,12.2,
40d,3/19/1998,12.07,
40d,3/20/1998,11.8,
40d,3/21/1998,11.74,
40d,3/22/1998,15.06,
40d,3/23/1998,15.66,
40d,3/24/1998,14.91,
40d,3/25/1998,14.21,
40d,3/26/1998,14.09,
40d,3/27/1998,13.73,
40d,3/28/1998,13.18,
40d,3/29/1998,9.98,
40d,3/30/1998,9.82,
40d,3/31/1998,9.88,
40d,4/1/1998,9.48,
40d,4/2/1998,9.3,
40d,4/3/1998,9.18,
40d,4/4/1998,9.07,
40d,4/5/1998,8.89,
40d,4/6/1998,8.64,
40d,4/7/1998,8.66,
40d,4/8/1998,8.62,
40d,4/9/1998,8.41,
40d,4/10/1998,8.42,
40d,4/11/1998,8.99,
40d,4/12/1998,9.15,
40d,4/13/1998,9,
40d,4/14/1998,9.58,
40d,4/15/1998,8.59,
40d,4/16/1998,8.4,
40d,4/17/1998,8.11,
40d,4/18/1998,7.96,
40d,4/19/1998,7.94,
40d,4/20/1998,7.75,
40d,4/21/1998,7.77,
40d,4/22/1998,7.68,
40d,4/23/1998,7.94,
40d,4/24/1998,8.71,
40d,4/25/1998,8.17,
40d,4/26/1998,7.83,
40d,4/27/1998,7.71,
40d,4/28/1998,7.61,
40d,4/29/1998,7.47,
40d,4/30/1998,7.41,
40d,5/1/1998,7.19,
40d,5/2/1998,7.14,
40d,5/3/1998,7.15,
40d,5/4/1998,7.64,
40d,5/5/1998,7.07,
40d,5/6/1998,6.84,
40d,5/7/1998,7,
40d,5/8/1998,6.66,
40d,5/9/1998,6.61,
40d,5/10/1998,6.63,
40d,5/11/1998,6.64,
40d,5/12/1998,6.61,
40d,5/13/1998,6.61,
40d,5/14/1998,6.73,
40d,5/15/1998,6.81,
40d,5/16/1998,6.36,
40d,5/17/1998,6.38,
40d,5/18/1998,6.4,
40d,5/19/1998,6.52,
40d,5/20/1998,6.22,
40d,5/21/1998,6.36,
40d,5/22/1998,6.05,
40d,5/23/1998,6.06,
40d,5/24/1998,6.23,
40d,5/25/1998,7.62,
40d,5/26/1998,7.02,
40d,5/27/1998,10.29,
40d,5/28/1998,8.66,
40d,5/29/1998,7.44,
40d,5/30/1998,7.04,
40d,5/31/1998,6.62,
40d,6/1/1998,6.51,
40d,6/2/1998,6.27,
40d,6/3/1998,6.2,
40d,6/4/1998,6.03,
40d,6/5/1998,6.05,
40d,6/6/1998,5.78,
40d,6/7/1998,5.49,
40d,6/8/1998,5.49,
40d,6/9/1998,5.47,
40d,6/10/1998,6.13,
40d,6/11/1998,6.64,
40d,6/12/1998,6.05,
40d,6/13/1998,5.75,
40d,6/14/1998,5.61,
40d,6/15/1998,5.83,
40d,6/16/1998,5.96,
40d,6/17/1998,5.77,
40d,6/18/1998,5.74,
40d,6/19/1998,5.68,
40d,6/20/1998,5.47,
40d,6/21/1998,5.47,
40d,6/22/1998,5.46,
40d,6/23/1998,5.48,
40d,6/24/1998,5.58,
40d,6/25/1998,5.58,
40d,6/26/1998,5.49,
40d,6/27/1998,5.46,
40d,6/28/1998,5.44,
40d,6/29/1998,5.36,
40d,6/30/1998,5.29,
40d,7/1/1998,5.19,
40d,7/2/1998,5.2,
40d,7/3/1998,5.24,
40d,7/4/1998,5.44,
40d,7/5/1998,5.42,
40d,7/6/1998,5.23,
40d,7/7/1998,5.17,
40d,7/8/1998,5.11,
40d,7/9/1998,5.02,
40d,7/10/1998,4.93,
40d,7/11/1998,4.92,
40d,7/12/1998,4.92,
40d,7/13/1998,4.85,
40d,7/14/1998,4.86,
40d,7/15/1998,4.95,
40d,7/16/1998,4.81,
40d,7/17/1998,4.68,
40d,7/18/1998,4.66,
40d,7/19/1998,4.64,
40d,7/20/1998,4.58,
40d,7/21/1998,4.58,
40d,7/22/1998,4.53,
40d,7/23/1998,4.6,
40d,7/24/1998,4.57,
40d,7/25/1998,4.54,
40d,7/26/1998,4.51,
40d,7/27/1998,4.48,
40d,7/28/1998,4.42,
40d,7/29/1998,4.41,
40d,7/30/1998,4.5,
40d,7/31/1998,4.58,
40d,8/1/1998,4.54,
40d,8/2/1998,4.5,
40d,8/3/1998,4.37,
40d,8/4/1998,4.41,
40d,8/5/1998,4.4,
40d,8/6/1998,4.34,
40d,8/7/1998,4.33,
40d,8/8/1998,4.21,
40d,8/9/1998,4.4,
40d,8/10/1998,2.83,
40d,8/11/1998,3.45,
40d,8/12/1998,3.81,
40d,8/13/1998,3.8,
40d,8/14/1998,3.79,
40d,8/15/1998,3.91,
40d,8/16/1998,3.96,
40d,8/17/1998,4.26,
40d,8/18/1998,4.19,
40d,8/19/1998,4.19,
40d,8/20/1998,4.15,
40d,8/21/1998,4.15,
40d,8/22/1998,4.13,
40d,8/23/1998,4.2,
40d,8/24/1998,4.18,
40d,8/25/1998,4.19,
40d,8/26/1998,4.41,
40d,8/27/1998,4.4,
40d,8/28/1998,4.4,
40d,8/29/1998,4.39,
40d,8/30/1998,4.4,
40d,8/31/1998,4.37,
40d,9/1/1998,4.4,
40d,9/2/1998,4.37,
40d,9/3/1998,4.42,
40d,9/4/1998,4.66,
40d,9/5/1998,4.62,
40d,9/6/1998,4.64,
40d,9/7/1998,4.66,
40d,9/8/1998,4.7,
40d,9/9/1998,4.77,
40d,9/10/1998,4.76,
40d,9/11/1998,4.74,
40d,9/12/1998,4.72,
40d,9/13/1998,4.65,
40d,9/14/1998,4.5,
40d,9/15/1998,4.52,
40d,9/16/1998,4.52,
40d,9/17/1998,4.82,
40d,9/18/1998,5.2,
40d,9/19/1998,5.85,
40d,9/20/1998,4.78,
40d,9/21/1998,4.62,
40d,9/22/1998,4.6,
40d,9/23/1998,4.34,
40d,9/24/1998,4.37,
40d,9/25/1998,4.44,
40d,9/26/1998,4.4,
40d,9/27/1998,4.38,
40d,9/28/1998,4.91,
40d,9/29/1998,4.38,
40d,9/30/1998,4.35,
40d,10/1/1998,4.38,
40d,10/2/1998,4.61,
40d,10/3/1998,4.69,
40d,10/4/1998,4.32,
40d,10/5/1998,4.01,
40d,10/6/1998,3.88,
40d,10/7/1998,3.81,
40d,10/8/1998,4.61,
40d,10/9/1998,5.12,
40d,10/10/1998,4.68,
40d,10/11/1998,4.6,
40d,10/12/1998,4.75,
40d,10/13/1998,5.28,
40d,10/14/1998,4.9,
40d,10/15/1998,4.96,
40d,10/16/1998,4.79,
40d,10/17/1998,4.85,
40d,10/18/1998,4.74,
40d,10/19/1998,4.4,
40d,10/20/1998,4.31,
40d,10/21/1998,4.3,
40d,10/22/1998,4.56,
40d,10/23/1998,4.63,
40d,10/24/1998,4.76,
40d,10/25/1998,4.8,
40d,10/26/1998,4.79,
40d,10/27/1998,4.87,
40d,10/28/1998,5.33,
40d,10/29/1998,5.11,
40d,10/30/1998,5.05,
40d,10/31/1998,5.01,
40d,11/1/1998,5.08,
40d,11/2/1998,5.43,
40d,11/3/1998,5.35,
40d,11/4/1998,5.47,
40d,11/5/1998,5.48,
40d,11/6/1998,4.89,
40d,11/7/1998,4.59,
40d,11/8/1998,3.95,
40d,11/9/1998,3.63,
40d,11/10/1998,3.7,
40d,11/11/1998,3.73,
40d,11/12/1998,3.68,
40d,11/13/1998,6.3,
40d,11/14/1998,5.73,
40d,11/15/1998,5.88,
40d,11/16/1998,5.09,
40d,11/17/1998,3.98,
40d,11/18/1998,2.61,
40d,11/19/1998,2.77,
40d,11/20/1998,5.93,
40d,11/21/1998,11.18,
40d,11/22/1998,11.67,
40d,11/23/1998,7.1,
40d,11/24/1998,5.93,
40d,11/25/1998,19.02,
40d,11/26/1998,49.38,
40d,11/27/1998,23.99,
40d,11/28/1998,14.96,
40d,11/29/1998,10.89,
40d,11/30/1998,9.01,
40d,12/1/1998,9.26,
40d,12/2/1998,11.97,
40d,12/3/1998,9.77,
40d,12/4/1998,8.12,
40d,12/5/1998,6.88,
40d,12/6/1998,5.86,
40d,12/7/1998,5.82,
40d,12/8/1998,7.87,
40d,12/9/1998,6.67,
40d,12/10/1998,6.17,
40d,12/11/1998,7.81,
40d,12/12/1998,10.77,
40d,12/13/1998,14.4,
40d,12/14/1998,17.18,
40d,12/15/1998,12.96,
40d,12/16/1998,10.43,
40d,12/17/1998,9.38,
40d,12/18/1998,9.14,
40d,12/19/1998,8.29,
40d,12/20/1998,7.61,
40d,12/21/1998,7.12,
40d,12/22/1998,6.92,
40d,12/23/1998,6.71,
40d,12/24/1998,7.07,
40d,12/25/1998,10.26,
40d,12/26/1998,11.73,
40d,12/27/1998,16.54,
40d,12/28/1998,25.21,
40d,12/29/1998,30.73,
40d,12/30/1998,28.67,
40d,12/31/1998,23.38,
40d,1/1/1999,19.36,
40d,1/2/1999,16.95,
40d,1/3/1999,15.73,
40d,1/4/1999,14.8,
40d,1/5/1999,13.59,
40d,1/6/1999,12.53,
40d,1/7/1999,12.3,
40d,1/8/1999,12.06,
40d,1/9/1999,12,
40d,1/10/1999,12.81,
40d,1/11/1999,13.02,
40d,1/12/1999,12.04,
40d,1/13/1999,11.38,
40d,1/14/1999,18.03,
40d,1/15/1999,18.92,
40d,1/16/1999,18.05,
40d,1/17/1999,19.86,
40d,1/18/1999,23.45,
40d,1/19/1999,22.83,
40d,1/20/1999,20.54,
40d,1/21/1999,21.82,
40d,1/22/1999,21.05,
40d,1/23/1999,22.99,
40d,1/24/1999,19.48,
40d,1/25/1999,18.17,
40d,1/26/1999,16.59,
40d,1/27/1999,16.42,
40d,1/28/1999,23.52,
40d,1/29/1999,21.41,
40d,1/30/1999,23.17,
40d,1/31/1999,23.48,
40d,2/1/1999,22.83,
40d,2/2/1999,21.18,
40d,2/3/1999,18.58,
40d,2/4/1999,21.61,
40d,2/5/1999,19.26,
40d,2/6/1999,19.77,
40d,2/7/1999,22.08,
40d,2/8/1999,21.68,
40d,2/9/1999,19.06,
40d,2/10/1999,17.71,
40d,2/11/1999,16.32,
40d,2/12/1999,16.26,
40d,2/13/1999,15.8,
40d,2/14/1999,15.32,
40d,2/15/1999,14.3,
40d,2/16/1999,14.17,
40d,2/17/1999,14.69,
40d,2/18/1999,13.8,
40d,2/19/1999,15.09,
40d,2/20/1999,13.78,
40d,2/21/1999,14.88,
40d,2/22/1999,13.17,
40d,2/23/1999,14.89,
40d,2/24/1999,15.61,
40d,2/25/1999,14.84,
40d,2/26/1999,14.6,
40d,2/27/1999,19.54,
40d,2/28/1999,24.8,
40d,3/1/1999,26.53,
40d,3/2/1999,22.8,
40d,3/3/1999,22,
40d,3/4/1999,18.83,
40d,3/5/1999,17.05,
40d,3/6/1999,15.99,
40d,3/7/1999,15.89,
40d,3/8/1999,15.49,
40d,3/9/1999,15.92,
40d,3/10/1999,14.96,
40d,3/11/1999,14.72,
40d,3/12/1999,13.61,
40d,3/13/1999,16.18,
40d,3/14/1999,16.88,
40d,3/15/1999,16.44,
40d,3/16/1999,15.39,
40d,3/17/1999,13.97,
40d,3/18/1999,13.42,
40d,3/19/1999,12.43,
40d,3/20/1999,12,
40d,3/21/1999,12,
40d,3/22/1999,12.85,
40d,3/23/1999,12.22,
40d,3/24/1999,11.99,
40d,3/25/1999,12.6,
40d,3/26/1999,12.11,
40d,3/27/1999,12.4,
40d,3/28/1999,12.85,
40d,3/29/1999,11.79,
40d,3/30/1999,12.64,
40d,3/31/1999,11.69,
40d,4/1/1999,11.74,
40d,4/2/1999,11.04,
40d,4/3/1999,11.8,
40d,4/4/1999,11.61,
40d,4/5/1999,12.56,
40d,4/6/1999,12.1,
40d,4/7/1999,11.9,
40d,4/8/1999,11.52,
40d,4/9/1999,11.54,
40d,4/10/1999,11.3,
40d,4/11/1999,11.39,
40d,4/12/1999,11.26,
40d,4/13/1999,10.74,
40d,4/14/1999,10.74,
40d,4/15/1999,10.7,
40d,4/16/1999,10.58,
40d,4/17/1999,10.1,
40d,4/18/1999,10.08,
40d,4/19/1999,10.59,
40d,4/20/1999,11.28,
40d,4/21/1999,11.41,
40d,4/22/1999,10.28,
40d,4/23/1999,9.8,
40d,4/24/1999,9.51,
40d,4/25/1999,9.48,
40d,4/26/1999,9.43,
40d,4/27/1999,9.18,
40d,4/28/1999,9.22,
40d,4/29/1999,9.25,
40d,4/30/1999,9.23,
40d,5/1/1999,9.37,
40d,5/2/1999,9.67,
40d,5/3/1999,9.93,
40d,5/4/1999,9.4,
40d,5/5/1999,9.08,
40d,5/6/1999,9.14,
40d,5/7/1999,9.17,
40d,5/8/1999,8.95,
40d,5/9/1999,8.76,
40d,5/10/1999,8.68,
40d,5/11/1999,8.74,
40d,5/12/1999,8.93,
40d,5/13/1999,9.41,
40d,5/14/1999,8.9,
40d,5/15/1999,8.69,
40d,5/16/1999,8.73,
40d,5/17/1999,9.26,
40d,5/18/1999,8.08,
40d,5/19/1999,8.87,
40d,5/20/1999,10.38,
40d,5/21/1999,8.23,
40d,5/22/1999,8.03,
40d,5/23/1999,7.87,
40d,5/24/1999,7.74,
40d,5/25/1999,7.92,
40d,5/26/1999,7.68,
40d,5/27/1999,7.58,
40d,5/28/1999,7.69,
40d,5/29/1999,7.69,
40d,5/30/1999,7.55,
40d,5/31/1999,7.64,
40d,6/1/1999,7.7,
40d,6/2/1999,7.67,
40d,6/3/1999,7.53,
40d,6/4/1999,7.5,
40d,6/5/1999,7.71,
40d,6/6/1999,7.52,
40d,6/7/1999,7.51,
40d,6/8/1999,7.51,
40d,6/9/1999,7.41,
40d,6/10/1999,7.3,
40d,6/11/1999,7.23,
40d,6/12/1999,7.09,
40d,6/13/1999,7.27,
40d,6/14/1999,7.22,
40d,6/15/1999,7.23,
40d,6/16/1999,7.21,
40d,6/17/1999,7.04,
40d,6/18/1999,7.22,
40d,6/19/1999,7.2,
40d,6/20/1999,7.31,
40d,6/21/1999,7.8,
40d,6/22/1999,7.5,
40d,6/23/1999,7.52,
40d,6/24/1999,10.82,
40d,6/25/1999,8.69,
40d,6/26/1999,7.94,
40d,6/27/1999,7.63,
40d,6/28/1999,7.69,
40d,6/29/1999,7.8,
40d,6/30/1999,7.8,
40d,7/1/1999,7.62,
40d,7/2/1999,7.51,
40d,7/3/1999,7.6,
40d,7/4/1999,7.9,
40d,7/5/1999,7.43,
40d,7/6/1999,7.21,
40d,7/7/1999,7.2,
40d,7/8/1999,7.14,
40d,7/9/1999,7.04,
40d,7/10/1999,6.94,
40d,7/11/1999,6.78,
40d,7/12/1999,6.72,
40d,7/13/1999,6.68,
40d,7/14/1999,6.7,
40d,7/15/1999,6.66,
40d,7/16/1999,7.07,
40d,7/17/1999,8.12,
40d,7/18/1999,7.33,
40d,7/19/1999,7.09,
40d,7/20/1999,6.89,
40d,7/21/1999,6.83,
40d,7/22/1999,6.77,
40d,7/23/1999,6.64,
40d,7/24/1999,6.61,
40d,7/25/1999,6.53,
40d,7/26/1999,6.47,
40d,7/27/1999,6.41,
40d,7/28/1999,6.33,
40d,7/29/1999,6.31,
40d,7/30/1999,6.31,
40d,7/31/1999,6.29,
40d,8/1/1999,6.3,
40d,8/2/1999,6.21,
40d,8/3/1999,6.25,
40d,8/4/1999,6.01,
40d,8/5/1999,6.37,
40d,8/6/1999,6.32,
40d,8/7/1999,6.72,
40d,8/8/1999,6.5,
40d,8/9/1999,6.01,
40d,8/10/1999,4.83,
40d,8/11/1999,5.69,
40d,8/12/1999,5.84,
40d,8/13/1999,5.84,
40d,8/14/1999,5.82,
40d,8/15/1999,5.91,
40d,8/16/1999,5.75,
40d,8/17/1999,5.72,
40d,8/18/1999,5.64,
40d,8/19/1999,5.62,
40d,8/20/1999,5.53,
40d,8/21/1999,5.55,
40d,8/22/1999,5.53,
40d,8/23/1999,5.51,
40d,8/24/1999,5.45,
40d,8/25/1999,5.5,
40d,8/26/1999,5.49,
40d,8/27/1999,5.63,
40d,8/28/1999,5.74,
40d,8/29/1999,5.82,
40d,8/30/1999,6,
40d,8/31/1999,5.78,
40d,9/1/1999,5.78,
40d,9/2/1999,5.75,
40d,9/3/1999,5.64,
40d,9/4/1999,5.72,
40d,9/5/1999,5.74,
40d,9/6/1999,5.76,
40d,9/7/1999,5.71,
40d,9/8/1999,5.71,
40d,9/9/1999,5.65,
40d,9/10/1999,5.73,
40d,9/11/1999,5.76,
40d,9/12/1999,5.68,
40d,9/13/1999,5.58,
40d,9/14/1999,5.39,
40d,9/15/1999,5.46,
40d,9/16/1999,5.49,
40d,9/17/1999,5.47,
40d,9/18/1999,5.36,
40d,9/19/1999,5.12,
40d,9/20/1999,5.03,
40d,9/21/1999,5.06,
40d,9/22/1999,5.24,
40d,9/23/1999,5.35,
40d,9/24/1999,5.26,
40d,9/25/1999,5.35,
40d,9/26/1999,5,
40d,9/27/1999,4.86,
40d,9/28/1999,4.91,
40d,9/29/1999,5.05,
40d,9/30/1999,5.2,
40d,10/1/1999,5.06,
40d,10/2/1999,4.87,
40d,10/3/1999,4.72,
40d,10/4/1999,4.69,
40d,10/5/1999,4.73,
40d,10/6/1999,4.77,
40d,10/7/1999,5.04,
40d,10/8/1999,6.44,
40d,10/9/1999,5.65,
40d,10/10/1999,5.62,
40d,10/11/1999,5.67,
